raw_text,link,page_found,scrape_timestamp
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 46 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1833660937/,1,2026-01-19T07:24:11.525135
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | 1220 Wien, 22. Bezirk, Donaustadt | 46 m² | 2 Zimmer | Loggia | Alexander Ringsmuth GmbH | € 1.349",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-913449869/,1,2026-01-19T07:24:11.541323
"U-Bahn U1 Kagran - Sauna - Loggia - Fitnessraum - Deckenkühlung - Pool am Dach | Neubauprojekt | 1220 Wien, 22. Bezirk, Donaustadt | Alexander Ringsmuth GmbH | ab € 1.349",https://www.willhaben.at/iad/immobilien/d/neubauprojekt/wien/wien-1220-donaustadt/u-bahn-u1-kagran-sauna-loggia-fitnessraum-deckenkuehlung-pool-am-dach-1091216818/,1,2026-01-19T07:24:11.554883
"Altbauwohnung mit Balkon in der Boltzmanngasse | 1090 Wien, 09. Bezirk, Alsergrund, Boltzmanngasse | 130 m² | 4 Zimmer | Balkon | Vienna Housing Service | € 2.490",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/altbauwohnung-mit-balkon-in-der-boltzmanngasse-1356713743/,1,2026-01-19T07:24:11.594349
"Großzügig angelegte Dachgeschoss Maisonette mit ca. 70qm Terrasse | 1010 Wien, 01. Bezirk, Innere Stadt | 197 m² | 5 Zimmer | Terrasse | Rustler Immobilientreuhand GesmbH | € 4.431,11",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/grosszuegig-angelegte-dachgeschoss-maisonette-mit-ca-70qm-terrasse-1730453960/,1,2026-01-19T07:24:11.610069
"++ 1 MONAT MIETFREI ++ 1 Zimmer Wohnung in Wien 1210 Wien | 1210 Wien, 21. Bezirk, Floridsdorf | 36 m² | 1 Zimmer | Rustler Immobilientreuhand GesmbH | € 711,44",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-1-monat-mietfrei-1-zimmer-wohnung-in-wien-1210-wien-1039868832/,1,2026-01-19T07:24:11.624530
"Wohnen im Herzen Wiens: Charmante Altbauwohnung Nähe Graben / Kohlmarkt / Goldenes Quartier / Stephansplatz | 1010 Wien, 01. Bezirk, Innere Stadt | 147 m² | 4 Zimmer | Balkon | Spiegelfeld Immobilien GmbH | € 3.752,17",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-im-herzen-wiens-charmante-altbauwohnung-naehe-graben-kohlmarkt-goldenes-quartier-stephansplatz-1429643341/,2,2026-01-19T07:24:19.165042
"Girardigasse 1, 2BD, Washing Machine, Elevator | 1060 Wien, 06. Bezirk, Mariahilf, Girardigasse 1 | 86 m² | 3 Zimmer | Blueground Austria GmbH | € 2.890",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/girardigasse-1-2bd-washing-machine-elevator-1011001945/,2,2026-01-19T07:24:19.180372
"NÄHE U3-ZIPPERERSTRASSE/ SINGLEWOHNUNG! UNBEFRISTETE 40 M2 ALTBAU, WOHNSCHLAFZIMMER, EINBAUKÜCHE, GESAMTMIETE EUR 690,-- | 1110 Wien, 11. Bezirk, Simmering, Schneidergasse | 40 m² | 1 Zimmer | Georg Bednar | € 690",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/naehe-u3-zippererstrasse-singlewohnung-unbefristete-40-m2-altbau-wohnschlafzimmer-einbaukueche-gesamtmiete-eur-690-1393886320/,2,2026-01-19T07:24:19.222174
"Sunny 3 rooms apartment (2BR) quiet & central near metro U3 | 1030 Wien, 03. Bezirk, Landstraße, Baumgasse | 90 m² | 3 Zimmer | Privat | € 1.790",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/sunny-3-rooms-apartment-2br-quiet-central-near-metro-u3-778369848/,2,2026-01-19T07:24:19.236052
"Top-DG Wohnung - rund 175m² in zentraler Lage des ersten Bezirks - mit 360° Terrassenfläche - unbefristet! | 1010 Wien, 01. Bezirk, Innere Stadt | 175 m² | 3 Zimmer | Terrasse | Yellowbird Immobilienmakler GmbH | € 3.977,77",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/top-dg-wohnung-rund-175m-in-zentraler-lage-des-ersten-bezirks-mit-360-terrassenflaeche-unbefristet-1351904869/,2,2026-01-19T07:24:19.251943
"2 big rooms Apartment, all bills included, fully furnished | 1030 Wien, 03. Bezirk, Landstraße, Klimschgasse 22 | 81 m² | 2 Zimmer | Privat | € 1.550",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/2-big-rooms-apartment-all-bills-included-fully-furnished-1701799685/,2,2026-01-19T07:24:19.286294
"Design & View - DC-FLATS - Erstbezug mit Terrasse über Wien | 1220 Wien, 22. Bezirk, Donaustadt | 71 m² | 3 Zimmer | Terrasse, Dachterrasse | Hubner Immobilien | € 2.495",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/design-view-dc-flats-erstbezug-mit-terrasse-ueber-wien-844612226/,2,2026-01-19T07:24:19.309978
"Moderne 3-Zimmer Wohnung mit Balkon & Loggia - U-Bahn Nähe U1 Kagran | 1220 Wien, 22. Bezirk, Donaustadt, Tokiostraße | 61 m² | 3 Zimmer | Balkon, Loggia | Privat | € 1.429",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/moderne-3-zimmer-wohnung-mit-balkon-loggia-u-bahn-naehe-u1-kagran-1463808437/,2,2026-01-19T07:24:19.326413
"Genossenschaftswohnung im 22. Bezirk, 59m2 | 1220 Wien, 22. Bezirk, Donaustadt | 59 m² | 2 Zimmer | Balkon | Privat | € 630",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/genossenschaftswohnung-im-22-bezirk-59m2-2082346731/,2,2026-01-19T07:24:19.340868
"Apartment all bills included, fully furnished | 1030 Wien, 03. Bezirk, Landstraße, Klimschgasse 22 | 30 m² | 1 Zimmer | Balkon | Privat | € 849",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/apartment-all-bills-included-fully-furnished-2117780437/,2,2026-01-19T07:24:19.355219
"Gemütliche 2-Zimmer-Wohnung mit Garten im 3. Bezirk sucht Nachmieter | 1030 Wien, 03. Bezirk, Landstraße | 47 m² | 2 Zimmer | Terrasse, Garten | Privat | € 910",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/gemuetliche-2-zimmer-wohnung-mit-garten-im-3-bezirk-sucht-nachmieter-1981164033/,2,2026-01-19T07:24:19.370149
"Erstklassige Dachgeschoßwohnung mit Loggia (Nähe Hauptbahnhof) - provisionsfrei! | 1100 Wien, 10. Bezirk, Favoriten | 50 m² | 2 Zimmer | Loggia | Privat | € 920",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/erstklassige-dachgeschosswohnung-mit-loggia-naehe-hauptbahnhof-provisionsfrei-1571856241/,2,2026-01-19T07:24:19.384605
"TOP LAGE (S-BAHN RENNWEG) / Charmante 2-Zimmerwohnung / sofort beziehbar | 1030 Wien, 03. Bezirk, Landstraße, Steingasse | 43 m² | 2 Zimmer | Privat | € 900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/top-lage-s-bahn-rennweg-charmante-2-zimmerwohnung-sofort-beziehbar-1365975760/,2,2026-01-19T07:24:19.398398
"++NEW++ Exclusive first occupancy: Modern 2-room flat with loggia on the 3rd floor - Mollardgasse 50 | 1060 Wien, 06. Bezirk, Mariahilf, Mollardgasse 50 | 50 m² | 2 Zimmer | Loggia | KeyLiving GmbH | € 1.425",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-new-exclusive-first-occupancy-modern-2-room-flat-with-loggia-on-the-3rd-floor-mollardgasse-50-1461744948/,2,2026-01-19T07:24:19.414173
"++NEW++ Exclusive first occupancy: 3-room flat with balcony on the 1st floor - Mollardgasse 50 | 1060 Wien, 06. Bezirk, Mariahilf, Mollardgasse 50 | 71 m² | 3 Zimmer | Balkon | KeyLiving GmbH | € 1.975",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-new-exclusive-first-occupancy-3-room-flat-with-balcony-on-the-1st-floor-mollardgasse-50-863834979/,2,2026-01-19T07:24:19.429972
"Wunderschöne topsanierte 5-Zimmer & Loggia Altbauwohnung Nähe Schönbrunn | 1140 Wien, 14. Bezirk, Penzing, Diesterweggasse | 132 m² | 5 Zimmer | Loggia | Privat | € 1.800",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/wunderschoene-topsanierte-5-zimmer-loggia-altbauwohnung-naehe-schoenbrunn-1948058901/,2,2026-01-19T07:24:19.444772
"++NEW++ First occupancy: Bright 3-room flat with terrace on the 4th floor - Mollardgasse 50 | 1060 Wien, 06. Bezirk, Mariahilf, Mollardgasse 50 | 67 m² | 3 Zimmer | Balkon | KeyLiving GmbH | € 2.075",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-new-first-occupancy-bright-3-room-flat-with-terrace-on-the-4th-floor-mollardgasse-50-793641778/,2,2026-01-19T07:24:19.460380
"Lichtdurchflutete Dachgeschoßwohnung mit Terrasse, Lift & Garagenplatz - Ruhelage beim Rochusmarkt | 1030 Wien, 03. Bezirk, Landstraße | 130 m² | 4 Zimmer | Terrasse, Balkon | Privat | € 2.510",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/lichtdurchflutete-dachgeschosswohnung-mit-terrasse-lift-garagenplatz-ruhelage-beim-rochusmarkt-1937004039/,2,2026-01-19T07:24:19.474725
"AB MÄRZ: ENTSPANNUNG im GRÜNEN und trotzdem ZENTRAL | Moderne Wohnung mit 2 Zimmern und Balkon | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 62 m² | 2 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 1.150",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-maerz-entspannung-im-gruenen-und-trotzdem-zentral-moderne-wohnung-mit-2-zimmern-und-balkon-1562946388/,2,2026-01-19T07:24:19.489361
"TRAUMHAFTE NEUBAUWOHNUNG IN GRÜN-RUHELAGE | HELLE 4 ZIMMER MIT BALKON | TOPLAGE | 1190 Wien, 19. Bezirk, Döbling | 126 m² | 4 Zimmer | Balkon | Immosan Immobilienvermittlung- u. Verwertungs GmbH | € 2.702",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/traumhafte-neubauwohnung-in-gruen-ruhelage-helle-4-zimmer-mit-balkon-toplage-2114815100/,2,2026-01-19T07:24:19.505224
"AB APRIL: GEKÜHLTE NEUBAUWOHNUNGEN MIT FREIFLÄCHE | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 47 m² | 2 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-april-gekuehlte-neubauwohnungen-mit-freiflaeche-1555577081/,2,2026-01-19T07:24:19.519707
"AB APRIL: GEKÜHLTE NEUBAUWOHNUNGEN MIT FREIFLÄCHE | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 39 m² | 2 Zimmer | Terrasse, Loggia | OPTIN Immobilien GmbH | € 789,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-april-gekuehlte-neubauwohnungen-mit-freiflaeche-1452069177/,2,2026-01-19T07:24:19.534882
"traumhafte Villenetage in einem sehr prächtigen, stilvollen Altbauhaus in bester Cottagelage gelegen! | 1190 Wien, 19. Bezirk, Döbling | 157 m² | 5 Zimmer | Trimond Immobilienmakler GesmbH | € 2.691,87",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/traumhafte-villenetage-in-einem-sehr-praechtigen-stilvollen-altbauhaus-in-bester-cottagelage-gelegen-1595660430/,2,2026-01-19T07:24:19.550448
"Südseitige Altbauwohnung vis á vis vom Arenbergpark | 1030 Wien, 03. Bezirk, Landstraße | 145 m² | 4 Zimmer | Balkon | Antonia Drössler Immobilien | € 2.818,69",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/suedseitige-altbauwohnung-vis-a-vis-vom-arenbergpark-830167300/,2,2026-01-19T07:24:19.566235
"Ruhige Stadtwohnung im 7. Stock am Passauer Platz | 1010 Wien, 01. Bezirk, Innere Stadt, Passauer Platz 5 | 68 m² | 2 Zimmer | Gewerblicher Anbieter | € 1.578,73",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/ruhige-stadtwohnung-im-7-stock-am-passauer-platz-947129624/,2,2026-01-19T07:24:19.581190
"AB APRIL: Neubauwohnung mit 2 Zimmern | Eigener, ruhiger Balkon | 1030 Wien, 03. Bezirk, Landstraße, Grasbergergasse | 51 m² | 2 Zimmer | Balkon, Loggia | OPTIN Immobilien GmbH | € 950",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/ab-april-neubauwohnung-mit-2-zimmern-eigener-ruhiger-balkon-1170850165/,2,2026-01-19T07:24:19.596812
"NÄHE MATZLEINSDORFER-PLATZ/ ERSTBEZUG! TOPSANIERTE, UNBEFRISTETE 51 M2 ALTBAUMIETE, WOHNZIMMER, SCHLAFZIMMER, EINBAUKÜCHE, GESAMTMIETE 1.099,-- | 1050 Wien, 05. Bezirk, Margareten, Jahngasse | 51 m² | 2 Zimmer | Georg Bednar | € 1.099",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/naehe-matzleinsdorfer-platz-erstbezug-topsanierte-unbefristete-51-m2-altbaumiete-wohnzimmer-schlafzimmer-einbaukueche-gesamtmiete-1-099-1121788450/,2,2026-01-19T07:24:19.611224
"Privat ! 2 Zimmer Neubauwohnung komplett möbliert inkl. Klimaanlage und Fitness in DC Living | 1220 Wien, 22. Bezirk, Donaustadt, Donaucitystr. 1220 Wien | 62 m² | 2 Zimmer | Balkon | Privat | € 1.500",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/privat-2-zimmer-neubauwohnung-komplett-moebliert-inkl-klimaanlage-und-fitness-in-dc-living-919119594/,2,2026-01-19T07:24:19.626719
"Nette 2-Zimmer Wohnung nahe U3 - Ottakring | 1160 Wien, 16. Bezirk, Ottakring, Redtenbachergasse | 55 m² | 2 Zimmer | Privat | € 749",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/nette-2-zimmer-wohnung-nahe-u3-ottakring-2113557029/,3,2026-01-19T07:24:25.643685
"Luxuriöse Wohnung in nobler Döblinger Lage | 1190 Wien, 19. Bezirk, Döbling, Hofzeile 11 | 128 m² | 4 Zimmer | Balkon, Loggia | Privat | € 3.900",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/luxurioese-wohnung-in-nobler-doeblinger-lage-1783569144/,3,2026-01-19T07:24:25.659826
"Exklusive Dachgeschosswohnung mit Terrasse und Grünblick - 1190 Wien, Rodlergasse | 1190 Wien, 19. Bezirk, Döbling, Rodlergasse 7 | 183 m² | 4 Zimmer | Privat | € 3.300",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/exklusive-dachgeschosswohnung-mit-terrasse-und-gruenblick-1190-wien-rodlergasse-1742317119/,3,2026-01-19T07:24:25.703315
