raw_text,link,page_found,scrape_timestamp,price,size,rooms,district,has_balkon,has_terrasse,is_neubau,is_furnished,listing_id,scrape_date,status,first_seen,last_seen,days_on_market,price_change,price_change_pct
"2-Zimmer Balkonhit! Anfragen nur per Mail - keine Anrufe! | 1160 Wien, 16. Bezirk, Ottakring | 48 m² | 2 Zimmer | Loggia | IMMOcontract Immobilien Vermittlung GmbH | € 739,20",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/2-zimmer-balkonhit-anfragen-nur-per-mail-keine-anrufe-1432557712/,1,,,,,,,,,,facd09af5eff,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"MIETANBOT ANGENOMMEN U3 I ERSTBEZUG Top Dachwohnung 2 Zimmer + Terrasse =DAS LAURENZ= 1 bedroom apartment+terrace | 1110 Wien, 11. Bezirk, Simmering | 44 m² | 2 Zimmer | Terrasse | IMMOcontract Immobilien Vermittlung GmbH | € 906,40",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/mietanbot-angenommen-u3-i-erstbezug-top-dachwohnung-2-zimmer-terrasse-das-laurenz-1-bedroom-apartment-terrace-1943774487/,1,,,,,,,,,,d3c5c8f0ce2e,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"ERSTBEZUG - 2-4 Zimmer-Wohnungen: Top-Angebot in Jedlesee! | 1210 Wien, 21. Bezirk, Floridsdorf | IMMOcontract Immobilien Vermittlung GmbH | € 726",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/erstbezug-2-4-zimmer-wohnungen-top-angebot-in-jedlesee-1254053436/,1,,,,,,,,,,4e9f6b96a497,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Helle 2-Zimmer Wohnung! Keine Anrufe - Anfragen nur per Mail! | 1100 Wien, 10. Bezirk, Favoriten | 45 m² | 2 Zimmer | IMMOcontract Immobilien Vermittlung GmbH | € 770",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/helle-2-zimmer-wohnung-keine-anrufe-anfragen-nur-per-mail-1873195685/,1,,,,,,,,,,882e9533aba3,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Schöne großzügige 2-Zimmer-Wohnung Jeneweingasse 34 - Top 5 | 1210 Wien, 21. Bezirk, Floridsdorf | 79 m² | 2 Zimmer | IMMOcontract Immobilien Vermittlung GmbH | € 1.049,40",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/schoene-grosszuegige-2-zimmer-wohnung-jeneweingasse-34-top-5-1633133555/,1,,,,,,,,,,cd52e0b773f0,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"GROSSZÜGIGE 2-ZIMMERWOHNUNG NÄHE VOLKSTHEATER! Döblergasse 1/22 | 1070 Wien, 07. Bezirk, Neubau | 61 m² | 2 Zimmer | IMMOcontract Immobilien Vermittlung GmbH | € 1.002,26",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/grosszuegige-2-zimmerwohnung-naehe-volkstheater-doeblergasse-1-22-879840073/,1,,,,,,,,,,27fa4544808f,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Die Belohnung für langes suchen! 3 Zimmerwohnung mit Balkon Beheimgasse 38 | 1170 Wien, 17. Bezirk, Hernals | 79 m² | 3 Zimmer | Balkon | IMMOcontract Immobilien Vermittlung GmbH | € 1.297,49",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/die-belohnung-fuer-langes-suchen-3-zimmerwohnung-mit-balkon-beheimgasse-38-1985533544/,1,,,,,,,,,,1052ea57bf3b,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Gartenwohnung in Ruhelage! Hochstraße 11 - Top 7 | 1230 Wien, 23. Bezirk, Liesing | 48 m² | 1 Zimmer | Terrasse, Garten | IMMOcontract Immobilien Vermittlung GmbH | € 760,30",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/gartenwohnung-in-ruhelage-hochstrasse-11-top-7-1964617666/,1,,,,,,,,,,5a6430b7b07f,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"3-Zimmer in der Viktoriagasse! Open House - Anfragen nur per Mail! | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus | 92 m² | 3 Zimmer | IMMOcontract Immobilien Vermittlung GmbH | € 1.309",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/3-zimmer-in-der-viktoriagasse-open-house-anfragen-nur-per-mail-1175793025/,1,,,,,,,,,,5c1dcef67926,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"GARTENWOHNUNG IN IDYLLISCHER UMGEBUNG INKL. HEIZUNG & WARMWASSER! | 1160 Wien, 16. Bezirk, Ottakring | 78 m² | Terrasse, Garten | IMMOcontract Immobilien Vermittlung GmbH | € 1.460,65",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/gartenwohnung-in-idyllischer-umgebung-inkl-heizung-warmwasser-1115968504/,1,,,,,,,,,,4464a2b542c1,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Dreizimmer-Balkon-Wohnung: Ruckergasse 43 - Top 16 | 1120 Wien, 12. Bezirk, Meidling | 65 m² | 3 Zimmer | Terrasse, Balkon | IMMOcontract Immobilien Vermittlung GmbH | € 1.100,25",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/dreizimmer-balkon-wohnung-ruckergasse-43-top-16-2130592872/,1,,,,,,,,,,319536280edc,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"OBERDÖBLING 2 Zimmer Küche+AR Wohnung - 1 bedroom Apartment with separate kitchen | 1190 Wien, 19. Bezirk, Döbling | 55 m² | 2 Zimmer | IMMOcontract Immobilien Vermittlung GmbH | € 860",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/oberdoebling-2-zimmer-kueche-ar-wohnung-1-bedroom-apartment-with-separate-kitchen-784076869/,1,,,,,,,,,,26dbd241623c,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"MIETANGEBOT ANGENOMMEN=DAS LAURENZ= ERSTBEZUG Top Loggia Wohnung U3 2 Zimmer + Loggia - 1 bedroom apartment + loggia U3 | 1110 Wien, 11. Bezirk, Simmering | 57 m² | 2 Zimmer | Loggia | IMMOcontract Immobilien Vermittlung GmbH | € 1.147,30",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/mietangebot-angenommen-das-laurenz-erstbezug-top-loggia-wohnung-u3-2-zimmer-loggia-1-bedroom-apartment-loggia-u3-1360475698/,1,,,,,,,,,,df01b1d25385,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"KFZ Garage | 1090 Wien, 09. Bezirk, Alsergrund | IMMOcontract Immobilien Vermittlung GmbH | € 106,84",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/kfz-garage-1705792354/,2,,,,,,,,,,6f6c7d90ef45,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"OPEN HOUSE AM 9.12. - ANRFAGEN NUR PER MAIL KEINE ANRUFE | 1160 Wien, 16. Bezirk, Ottakring | 48 m² | 2 Zimmer | IMMOcontract Immobilien Vermittlung GmbH | € 698,50",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/open-house-am-9-12-anrfagen-nur-per-mail-keine-anrufe-1514412572/,2,,,,,,,,,,5b2e7bfa48c1,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Unbefristet: Modernisierte Altbauwohnung in Liesing Hochstraße 11 Top 3 | 1230 Wien, 23. Bezirk, Liesing | 66 m² | 2 Zimmer | Garten | IMMOcontract Immobilien Vermittlung GmbH | € 981,66",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/unbefristet-modernisierte-altbauwohnung-in-liesing-hochstrasse-11-top-3-1471431112/,2,,,,,,,,,,33a3eb435ae5,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"CHARMANTE 3-ZIMMERWOHNUNG MIT GETRENNTER KÜCHE NÄHE U4 UNTER ST. VEIT! | 1130 Wien, 13. Bezirk, Hietzing | 100 m² | 3 Zimmer | Loggia | IMMOcontract Immobilien Vermittlung GmbH | € 1.496,26",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/charmante-3-zimmerwohnung-mit-getrennter-kueche-naehe-u4-unter-st-veit-2000075676/,2,,,,,,,,,,46f04bb71da3,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Moderne Neubauwohnung direkt an der U2 Aspernstraße Wonkaplatz 5 | 1220 Wien, 22. Bezirk, Donaustadt | 53 m² | 2 Zimmer | Terrasse | IMMOcontract Immobilien Vermittlung GmbH | € 1.070,30",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/moderne-neubauwohnung-direkt-an-der-u2-aspernstrasse-wonkaplatz-5-1496670053/,2,,,,,,,,,,33b2f19c7752,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Koffer packen und einziehen | 1210 Wien, 21. Bezirk, Floridsdorf | 84 m² | 3 Zimmer | IMMOcontract Immobilien Vermittlung GmbH | € 1.250",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/koffer-packen-und-einziehen-1594725065/,2,,,,,,,,,,f9b09dbb15e9,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"FOR RENT: Urban Living Meets Nature: Garden Apartment in Vienna | 1170 Wien, 17. Bezirk, Hernals, Zwerngasse 49 | 75 m² | 3 Zimmer | Terrasse, Balkon, Garten | ImRaum Immobilien GmbH | € 1.998,22",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/for-rent-urban-living-meets-nature-garden-apartment-in-vienna-1593391872/,2,,,,,,,,,,d93afe706a82,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Möblierte Wohnung mit Weitblick über Wien - CityGate | 1210 Wien, 21. Bezirk, Floridsdorf, Seyringer Strasse | 100 m² | 4 Zimmer | Balkon | ESTINA Immobilien GmbH | € 2.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moeblierte-wohnung-mit-weitblick-ueber-wien-citygate-1455975822/,2,,,,,,,,,,67ed5f89cc91,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Sonnwendviertel: 1-Zimmer-Wohnung mit Balkon im 11. OG - Fitnessraum, Co-Working & Rooftop-Terrasse inklusive! | 1100 Wien, 10. Bezirk, Favoriten | 45 m² | 1 Zimmer | Balkon | EHL Immobilien GmbH | € 990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/sonnwendviertel-1-zimmer-wohnung-mit-balkon-im-11-og-fitnessraum-co-working-rooftop-terrasse-inklusive-2121472453/,2,,,,,,,,,,a9cee2f62f66,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Wohnen in der Innenstadt: 2 Zimmer DG Wohnung - klimatisiert - modern ausgestattet - ab sofort beziehbar! | 1010 Wien, 01. Bezirk, Innere Stadt | 62 m² | 2 Zimmer | Mittelsmann Philipp Sulek GmbH | € 1.416,49",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-in-der-innenstadt-2-zimmer-dg-wohnung-klimatisiert-modern-ausgestattet-ab-sofort-beziehbar-1440569750/,2,,,,,,,,,,436cf43e89be,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"1 Zimmer Wohnung. Internationales Wohnen mit CleverFit Mitgledschaft. | 1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße | 19 m² | 1 Zimmer | Terrasse, Dachterrasse, Garten | Privat | € 914",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/1-zimmer-wohnung-internationales-wohnen-mit-cleverfit-mitgledschaft-1117644025/,2,,,,,,,,,,7819e4a34fb3,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"AB SOFORT: Wundervolle 2- Zimmerwohnung Nahe Floridsdorfer Hauptbahnhof mit Loggia | 1210 Wien, 21. Bezirk, Floridsdorf, Floridsdorfer Hauptstraße 24-26 | 45 m² | 2 Zimmer | Balkon | OPTIN Immobilien GmbH | € 869",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/ab-sofort-wundervolle-2-zimmerwohnung-nahe-floridsdorfer-hauptbahnhof-mit-loggia-1721049743/,2,,,,,,,,,,00629b5185d9,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Einzigartige Altbauwohnung mit Traumblick auf den Justizpalast | 1010 Wien, 01. Bezirk, Innere Stadt, Schmerlingplatz 3 | 172 m² | 3 Zimmer | OPTIN Immobilien GmbH | € 5.899,78",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/einzigartige-altbauwohnung-mit-traumblick-auf-den-justizpalast-1033922518/,2,,,,,,,,,,d86ed31851dd,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Gemeinde Wohnung mit 2 Zimmer, Wohnticketsnummer : 42775/2024 | 1100 Wien, 10. Bezirk, Favoriten, Kempelengasse 5 | 61 m² | 2 Zimmer | Terrasse, Balkon | Privat | € 658,41",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/gemeinde-wohnung-mit-2-zimmer-wohnticketsnummer-42775-2024-1312659054/,2,,,,,,,,,,4e8da71eb77a,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Top Wohnung | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Schweglerstraße 15 | 30 m² | 1 Zimmer | Privat | € 550",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/top-wohnung-2122705673/,2,,,,,,,,,,5a4692a80c58,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"2 ZIMMER BALKON PÄRCHENTRAUM | 1100 Wien, 10. Bezirk, Favoriten, Laxenburger Straße 82 | 45 m² | 2 Zimmer | Balkon | Traumimmobilien.at | € 885",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/2-zimmer-balkon-paerchentraum-962449698/,2,,,,,,,,,,ee5d338f479d,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Dachgeschosswohnung auf zwei Ebenen | 180 ² Wohnfläche | 100 m² Terrasse | 1010 Wien, 01. Bezirk, Innere Stadt | 180 m² | Terrasse, Dachterrasse | Dr. Fuchsberger Immobilienmanagement GmbH | € 3.990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/dachgeschosswohnung-auf-zwei-ebenen-180-wohnflaeche-100-m-terrasse-2084204801/,2,,,,,,,,,,03c2e5c2c5cf,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Attraktive 2-Zimmer-Dachgeschosswohnung in zentraler Lage - Randhartingergasse 1100 Wien | 1100 Wien, 10. Bezirk, Favoriten, Randhartingergasse 9-11 | 43 m² | 2 Zimmer | teamneunzehn-Gruppe | € 849,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/attraktive-2-zimmer-dachgeschosswohnung-in-zentraler-lage-randhartingergasse-1100-wien-1683516467/,2,,,,,,,,,,3081e357d6f0,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"MODERNE BALKONWOHNUNG - SOFORT BEZIEHBAR | 1100 Wien, 10. Bezirk, Favoriten, Laxenburger Straße 84 | 50 m² | 2 Zimmer | Balkon, Loggia | Traumimmobilien.at | € 915",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/moderne-balkonwohnung-sofort-beziehbar-1035577650/,2,,,,,,,,,,53605912630b,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Exklusive Mietwohnungen in der Wigandgasse 37 - Historisches Flair im ""Freihof"" | 1190 Wien, 19. Bezirk, Döbling, Wigandgasse 37 | 35 m² | 2 Zimmer | teamneunzehn-Gruppe | € 1.395,57",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/exklusive-mietwohnungen-in-der-wigandgasse-37-historisches-flair-im-freihof-1596137989/,2,,,,,,,,,,a05ee8a330c8,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Exklusive Mietwohnungen in der Wigandgasse 37 - Historisches Flair im ""Freihof"" | 1190 Wien, 19. Bezirk, Döbling, Wigandgasse 37 | 134 m² | 3 Zimmer | Terrasse | teamneunzehn-Gruppe | € 4.328,87",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/exklusive-mietwohnungen-in-der-wigandgasse-37-historisches-flair-im-freihof-1535591403/,2,,,,,,,,,,618db9ea9af9,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"room4rent - Ihr Zuhause auf Zeit_MUSIC BOX_Suite+ | 1100 Wien, 10. Bezirk, Favoriten, Bloch-Bauer-Promenade 19 | 39 m² | 2 Zimmer | Balkon | room4rent | € 1.450",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room4rent-ihr-zuhause-auf-zeit-music-box-suite-861235779/,2,,,,,,,,,,c366fc85ac52,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"room4rent_Serviced Apartments_Hoch33_SUITE | 1100 Wien, 10. Bezirk, Favoriten, Laaer-Berg-Straße 47A | 44 m² | 2 Zimmer | Balkon | room4rent | € 1.640",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room4rent-serviced-apartments-hoch33-suite-1642751001/,2,,,,,,,,,,831696e8b284,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"room4rent_Serviced Apartments_Hoch33_STANDARD | 1100 Wien, 10. Bezirk, Favoriten, Laaer-Berg-Straße 47A | 31 m² | 1 Zimmer | Balkon | room4rent | € 1.090",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room4rent-serviced-apartments-hoch33-standard-1690457812/,3,,,,,,,,,,a13c0b208fa7,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Helles 13 m² Zimmer in 2er WG (U1 Keplerplatz) | 1100 Wien, 10. Bezirk, Favoriten, Scheugasse | 60 m² | 3 Zimmer | Privat | € 630",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/helles-13-m-zimmer-in-2er-wg-u1-keplerplatz-1532486893/,3,,,,,,,,,,a970e9530c04,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
"Schöne zentral begehbare 3 Zimmer Wohnung im 4. Liftstock | 1100 Wien, 10. Bezirk, Favoriten, Alxingergasse 65 | 52 m² | 3 Zimmer | Gewerblicher Anbieter | € 1.088,56",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/schoene-zentral-begehbare-3-zimmer-wohnung-im-4-liftstock-905817254/,3,,,,,,,,,,c0e7d3a0bada,2026-01-13 08:20:10.566193,active,2026-01-13 08:17:39.963961,2026-01-13 08:20:10.566193,0,0.0,0.0
