raw_text,link,page_found
"Möblierte Wohnung mit Weitblick über Wien - CityGate | 1210 Wien, 21. Bezirk, Floridsdorf, Seyringer Strasse | 100 m² | 4 Zimmer | Balkon | ESTINA Immobilien GmbH | € 2.350",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moeblierte-wohnung-mit-weitblick-ueber-wien-citygate-1455975822/,2
"Sonnwendviertel: 1-Zimmer-Wohnung mit Balkon im 11. OG - Fitnessraum, Co-Working & Rooftop-Terrasse inklusive! | 1100 Wien, 10. Bezirk, Favoriten | 45 m² | 1 Zimmer | Balkon | EHL Immobilien GmbH | € 990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/sonnwendviertel-1-zimmer-wohnung-mit-balkon-im-11-og-fitnessraum-co-working-rooftop-terrasse-inklusive-2121472453/,2
"Wohnen in der Innenstadt: 2 Zimmer DG Wohnung - klimatisiert - modern ausgestattet - ab sofort beziehbar! | 1010 Wien, 01. Bezirk, Innere Stadt | 62 m² | 2 Zimmer | Mittelsmann Philipp Sulek GmbH | € 1.416,49",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohnen-in-der-innenstadt-2-zimmer-dg-wohnung-klimatisiert-modern-ausgestattet-ab-sofort-beziehbar-1440569750/,2
"1 Zimmer Wohnung. Internationales Wohnen mit CleverFit Mitgledschaft. | 1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße | 19 m² | 1 Zimmer | Terrasse, Dachterrasse, Garten | Privat | € 914",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/1-zimmer-wohnung-internationales-wohnen-mit-cleverfit-mitgledschaft-1117644025/,2
"AB SOFORT: Wundervolle 2- Zimmerwohnung Nahe Floridsdorfer Hauptbahnhof mit Loggia | 1210 Wien, 21. Bezirk, Floridsdorf, Floridsdorfer Hauptstraße 24-26 | 45 m² | 2 Zimmer | Balkon | OPTIN Immobilien GmbH | € 869",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/ab-sofort-wundervolle-2-zimmerwohnung-nahe-floridsdorfer-hauptbahnhof-mit-loggia-1721049743/,2
"Einzigartige Altbauwohnung mit Traumblick auf den Justizpalast | 1010 Wien, 01. Bezirk, Innere Stadt, Schmerlingplatz 3 | 172 m² | 3 Zimmer | OPTIN Immobilien GmbH | € 5.899,78",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/einzigartige-altbauwohnung-mit-traumblick-auf-den-justizpalast-1033922518/,2
"Gemeinde Wohnung mit 2 Zimmer, Wohnticketsnummer : 42775/2024 | 1100 Wien, 10. Bezirk, Favoriten, Kempelengasse 5 | 61 m² | 2 Zimmer | Terrasse, Balkon | Privat | € 658,41",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/gemeinde-wohnung-mit-2-zimmer-wohnticketsnummer-42775-2024-1312659054/,2
"Helle 2-Zimmer Genossenschaftswohnung | 1050 Wien, 05. Bezirk, Margareten | 57 m² | 2 Zimmer | Balkon | Privat | € 663,12",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/helle-2-zimmer-genossenschaftswohnung-1310682669/,2
"Wunderschöne 3-Zimmerwohnung LEOPOLDAU | 1210 Wien, 21. Bezirk, Floridsdorf, Simmelgasse1 | 71 m² | 3 Zimmer | Balkon | Privat | € 1.032,41",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wunderschoene-3-zimmerwohnung-leopoldau-2008420493/,2
"Top Wohnung | 1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Schweglerstraße 15 | 30 m² | 1 Zimmer | Privat | € 550",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/top-wohnung-2122705673/,2
"2 ZIMMER BALKON PÄRCHENTRAUM | 1100 Wien, 10. Bezirk, Favoriten, Laxenburger Straße 82 | 45 m² | 2 Zimmer | Balkon | Traumimmobilien.at | € 885",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/2-zimmer-balkon-paerchentraum-962449698/,2
"Dachgeschosswohnung auf zwei Ebenen | 180 ² Wohnfläche | 100 m² Terrasse | 1010 Wien, 01. Bezirk, Innere Stadt | 180 m² | Terrasse, Dachterrasse | Dr. Fuchsberger Immobilienmanagement GmbH | € 3.990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/dachgeschosswohnung-auf-zwei-ebenen-180-wohnflaeche-100-m-terrasse-2084204801/,2
"Attraktive 2-Zimmer-Dachgeschosswohnung in zentraler Lage - Randhartingergasse 1100 Wien | 1100 Wien, 10. Bezirk, Favoriten, Randhartingergasse 9-11 | 43 m² | 2 Zimmer | teamneunzehn-Gruppe | € 849,99",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/attraktive-2-zimmer-dachgeschosswohnung-in-zentraler-lage-randhartingergasse-1100-wien-1683516467/,2
"MODERNE BALKONWOHNUNG - SOFORT BEZIEHBAR | 1100 Wien, 10. Bezirk, Favoriten, Laxenburger Straße 84 | 50 m² | 2 Zimmer | Balkon, Loggia | Traumimmobilien.at | € 915",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/moderne-balkonwohnung-sofort-beziehbar-1035577650/,2
"Exklusive Mietwohnungen in der Wigandgasse 37 - Historisches Flair im ""Freihof"" | 1190 Wien, 19. Bezirk, Döbling, Wigandgasse 37 | 35 m² | 2 Zimmer | teamneunzehn-Gruppe | € 1.395,57",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/exklusive-mietwohnungen-in-der-wigandgasse-37-historisches-flair-im-freihof-1596137989/,2
"Exklusive Mietwohnungen in der Wigandgasse 37 - Historisches Flair im ""Freihof"" | 1190 Wien, 19. Bezirk, Döbling, Wigandgasse 37 | 134 m² | 3 Zimmer | Terrasse | teamneunzehn-Gruppe | € 4.328,87",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/exklusive-mietwohnungen-in-der-wigandgasse-37-historisches-flair-im-freihof-1535591403/,2
"Teilsanierte Wohnung in Ruhelage mit Loggia & Abstellraum | ohne Küche | U6 Dresdner Straße | 1200 Wien, 20. Bezirk, Brigittenau, Leithastraße 21 | 46 m² | 2 Zimmer | Loggia | Tatjana Grinninger Immobilien | € 799",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/teilsanierte-wohnung-in-ruhelage-mit-loggia-abstellraum-ohne-kueche-u6-dresdner-strasse-1135058230/,2
"room4rent - Ihr Zuhause auf Zeit | Q-Tower / STANDARD | 1030 Wien, 03. Bezirk, Landstraße, Leopold-Böhm-Straße 5 | 29 m² | 1 Zimmer | Balkon | room4rent | € 1.080",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/room4rent-ihr-zuhause-auf-zeit-q-tower-standard-1923145665/,2
"room4rent - Ihr Zuhause auf Zeit_MUSIC BOX_Suite+ | 1100 Wien, 10. Bezirk, Favoriten, Bloch-Bauer-Promenade 19 | 39 m² | 2 Zimmer | Balkon | room4rent | € 1.450",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room4rent-ihr-zuhause-auf-zeit-music-box-suite-861235779/,2
"room4rent_Serviced Apartments_Hoch33_SUITE | 1100 Wien, 10. Bezirk, Favoriten, Laaer-Berg-Straße 47A | 44 m² | 2 Zimmer | Balkon | room4rent | € 1.640",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room4rent-serviced-apartments-hoch33-suite-1642751001/,2
"room4rent - Serviced Apartments | Vienna Academic Guesthouse_LARGE | 1220 Wien, 22. Bezirk, Donaustadt, Eva-Maria-Mazzucco-Platz 4 | 43 m² | 1 Zimmer | Balkon | room4rent | € 1.170",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/room4rent-serviced-apartments-vienna-academic-guesthouse-large-1340457157/,2
"room4rent_Serviced Apartments_Hoch33_STANDARD | 1100 Wien, 10. Bezirk, Favoriten, Laaer-Berg-Straße 47A | 31 m² | 1 Zimmer | Balkon | room4rent | € 1.090",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/room4rent-serviced-apartments-hoch33-standard-1690457812/,3
"room4rent - Ihr Zuhause auf Zeit | Leopoldtower_LARGE | 1210 Wien, 21. Bezirk, Floridsdorf, Seyringer Straße 5 | 45 m² | 1 Zimmer | Balkon | room4rent | € 1.379",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/room4rent-ihr-zuhause-auf-zeit-leopoldtower-large-1355320769/,3
"Helles 13 m² Zimmer in 2er WG (U1 Keplerplatz) | 1100 Wien, 10. Bezirk, Favoriten, Scheugasse | 60 m² | 3 Zimmer | Privat | € 630",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/helles-13-m-zimmer-in-2er-wg-u1-keplerplatz-1532486893/,3
"Schöne zentral begehbare 3 Zimmer Wohnung im 4. Liftstock | 1100 Wien, 10. Bezirk, Favoriten, Alxingergasse 65 | 52 m² | 3 Zimmer | Gewerblicher Anbieter | € 1.088,56",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/schoene-zentral-begehbare-3-zimmer-wohnung-im-4-liftstock-905817254/,3
"SPEISING 4 Zimmer Wohnung in Grünruhelage mit Garagenplatz und Ladestation | 1130 Wien, 13. Bezirk, Hietzing, Anton-Langer-Gasse 62 | 96 m² | 4 Zimmer | Balkon, Loggia | Privat | € 1.990",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/speising-4-zimmer-wohnung-in-gruenruhelage-mit-garagenplatz-und-ladestation-1403655817/,3
"Ihr neues Zuhause in Toplage DOMMAYERGASSE - inkl. Balkon mit Grünblick | ZELLMANN IMMOBILIEN | 1130 Wien, 13. Bezirk, Hietzing, Dommayergasse | 104 m² | 3 Zimmer | Balkon, Loggia | ZELLMANN IMMOBILIEN | € 1.770",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/ihr-neues-zuhause-in-toplage-dommayergasse-inkl-balkon-mit-gruenblick-zellmann-immobilien-1080225143/,3
"Altbauwohnung im 9. Bezirk - frisch saniert! | 1090 Wien, 09. Bezirk, Alsergrund | 121 m² | 3 Zimmer | Spiegelfeld Immobilien GmbH | € 1.971,85",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/altbauwohnung-im-9-bezirk-frisch-saniert-1782444909/,3
"Moderne 2-Zimmerwohnung mit Loggia in U-Bahn-Nähe | 1160 Wien, 16. Bezirk, Ottakring, Zöchbauerstraße | 43 m² | 2 Zimmer | Loggia | ASW Immobilien Service & Consulting GmbH | € 899",https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/moderne-2-zimmerwohnung-mit-loggia-in-u-bahn-naehe-1072395076/,3
